Time,Seq,Pose.Position.x,Pose.Position.y,Pose.Position.z,Pose.Orientation.x,Pose.Orientation.y,Pose.Orientation.z,Pose.Orientation.w,Roll(deg),Pitch(deg),Yaw(deg)
428285000000,614,0.8163873700020724,1.4232572838786297,0.0,0.0,0.0,0.1239752945385336,0.9922853049118907,0.0,-0.0,14.243168388179745
429285000000,615,0.7358174771978736,1.2493451694941142,0.0,0.0,0.0,0.11721306682123975,0.9931067903132873,0.0,-0.0,13.462575756586961
429485000000,616,0.5665939189670669,1.424753513048692,0.0,0.0,0.0,0.18980637265267336,0.9818215422878205,0.0,-0.0,21.882969094582144
430685000000,617,0.8757693708582205,1.2358590794997257,0.0,0.0,0.0,0.06521950780639982,0.9978709414556027,0.0,-0.0,7.478913513767363
431085000000,618,1.0602087082483116,1.034307909575951,0.0,0.0,0.0,-0.029530426251561135,0.9995638818631859,0.0,0.0,-3.384429600890411
431485000000,619,0.835068888086157,1.2093833503743319,0.0,0.0,0.0,0.06663178911816618,0.9977776328816518,0.0,-0.0,7.64110187935795
432285000000,620,0.95487458569099,1.060381039596953,0.0,0.0,0.0,0.006860975777492886,0.9999764632287005,0.0,-0.0,0.7862160791226896
433685000000,621,0.7889686581393655,1.1624673546283057,0.0,0.0,0.0,0.0777953669475818,0.9969693480150185,0.0,-0.0,8.92370909180769
437085000000,622,0.9480658030378623,1.0024908237439603,0.0,0.0,0.0,0.01588047076060452,0.9998738973732746,0.0,-0.0,1.8198443988898458
438885000000,623,0.6523777566982953,1.236980179554666,0.0,0.0,0.0,0.14978219791750552,0.9887190162968452,0.0,-0.0,17.228609649349796
439285000000,624,0.860105081870064,1.0900824258754827,0.0,0.0,0.0,0.047231503971505155,0.9988839697545404,0.0,-0.0,5.414346016449573
439685000000,625,0.736991120956863,1.2070945910486286,0.0,0.0,0.0,0.10548220505542259,0.9944211906514492,0.0,-0.0,12.109898318117045
440085000000,626,0.973774735312075,1.0178480031282553,0.0,0.0,0.0,-0.00909832496620506,0.9999586093848132,0.0,0.0,-1.0426056271399096
440485000000,627,1.240744637052474,0.7261480129526444,0.0,0.0,0.0,-0.12404401811967027,0.992276716228254,0.0,0.0,-14.251104791494205
440686000000,628,1.1794454234325398,0.7769611280168252,0.0,0.0,0.0,-0.019813195577751467,0.9998036993735309,0.0,0.0,-2.2705735441589776
440885000000,629,1.052324226211907,0.90620349825375,0.0,0.0,0.0,0.1392993366286348,0.9902503192702451,0.0,-0.0,16.01460783412469
441285000000,630,0.9561057222104267,0.8383747247513622,0.0,0.0,0.0,0.34212933484771496,0.9396528711373473,0.0,-0.0,40.013315728037675
441685000000,631,1.0797220589204024,0.8010060035249823,0.0,0.0,0.0,0.4831956418458046,0.8755124052240613,0.0,-0.0,57.788646528550956
441885000000,632,0.9149816774679933,0.817787448565626,0.0,0.0,0.0,0.5974371786829705,0.8019157172217866,0.0,-0.0,73.37313750000807
