Time,Seq,Pose.Position.x,Pose.Position.y,Pose.Position.z,Pose.Orientation.x,Pose.Orientation.y,Pose.Orientation.z,Pose.Orientation.w,Roll(deg),Pitch(deg),Yaw(deg)
3532071000000,2762,-1.794979905851214,0.9327006158885802,0.0,0.0,0.0,-0.8384081598608053,0.5450428950814957,0.0,0.0,-113.94481004024063
3534071000000,2763,-1.9240288874152462,0.6770280453758205,0.0,0.0,0.0,-0.7968304160169312,0.6042030189516472,0.0,0.0,-105.65697298474107
3536271000000,2764,-2.02398484253156,0.37264551453077227,0.0,0.0,0.0,-0.7463503921594491,0.6655532226076564,0.0,0.0,-96.55043774321621
3543071000000,2765,-1.9724384132847754,0.6111428410833625,0.0,0.0,0.0,-0.7842122001136201,0.6204927277518693,0.0,0.0,-103.29575000322933
3546871000000,2766,-1.9048590225228368,0.8070020898404393,0.0,0.0,0.0,-0.8133158665389958,0.5818223966434451,0.0,0.0,-108.84235469138362
3548071000000,2767,-2.0005520143113213,0.5810437336163438,0.0,0.0,0.0,-0.7775722852265035,0.6287935601194029,0.0,0.0,-102.07766085653112
3549871000000,2768,-2.0729008772862954,0.36076652023247047,0.0,0.0,0.0,-0.7411685716550088,0.671318961739406,0.0,0.0,-95.66211061147351
3553271000000,2769,-2.105484464678929,0.1571398692617358,0.0,0.0,0.0,-0.7052177087515747,0.7089908202954246,0.0,0.0,-89.69427018758758
3585271000000,2770,-2.16104303363413,-0.050343605956884044,0.0,0.0,0.0,-0.6648535392607877,0.7469737420635375,0.0,0.0,-83.34218061359236
3589471000000,2771,-2.1499366018242423,-0.2771482387063975,0.0,0.0,0.0,-0.6220687754689505,0.78296260356837,0.0,0.0,-76.93473060900551
3590871000000,2772,-2.164893898345934,0.027914593306396684,0.0,0.0,0.0,-0.6785999622546032,0.734508060696444,0.0,0.0,-85.4686715823925
3596471000000,2773,-2.182491602068806,-0.19638121671917516,0.0,0.0,0.0,-0.6345570484453541,0.7728760264546446,0.0,0.0,-78.77427863174768
3597471000000,2774,-2.141586445510616,-0.4347709380968263,0.0,0.0,0.0,-0.5877223048412672,0.8090627246339239,0.0,0.0,-71.99108418889128
3614871000000,2775,-2.0147013507856038,-0.7711017329163184,0.0,0.0,0.0,-0.5168206206392889,0.8560937133760651,0.0,0.0,-62.238451256129004
3616471000000,2776,-2.125664603215783,-0.47785568064082484,0.0,0.0,0.0,-0.5765627054073209,0.8170529032647708,0.0,0.0,-70.41828604341801
3624871000000,2777,-2.192376269807504,-0.2307854533253535,0.0,0.0,0.0,-0.6232399267117144,0.7820306859403773,0.0,0.0,-77.1062380814161
3633271000000,2778,-2.1483684864020245,-0.47278466875313463,0.0,0.0,0.0,-0.5745209180119023,0.8184898990010573,0.0,0.0,-70.13217738399142
3647471000000,2779,-2.172904832824544,-0.21780673342732298,0.0,0.0,0.0,-0.6310552738281905,0.7757378689825756,0.0,0.0,-78.2560434150851
