Time,header.seq,header.frame_id,child_frame_id,pose.x,pose.y,pose.z,orientation.x,orientation.y,orientation.z,orientation.w,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
565.671,16967,odom,base_footprint,1.9943130185100524,-1.14439932307531,-0.0010015151064717946,-0.0023643891018920397,-0.0030437419167644196,0.6147538966124741,-0.7887095738604283,2.658794869267925e-05,7.429659685661498e-07,0.0
565.705,16968,odom,base_footprint,1.9943131995776642,-1.1444000121997826,-0.0010015151240631882,-0.002364360091102877,-0.003043764651704336,0.6147463239604443,-0.7887154762493412,2.6589758497398146e-05,7.431986525039818e-07,0.0
565.738,16969,odom,base_footprint,1.994313375338691,-1.1444006810981888,-0.001001515141142613,-0.0023643319287453596,-0.0030437867213513933,0.6147389727683032,-0.7887212059128987,2.6591512492889808e-05,7.434244628591628e-07,0.0
565.771,16970,odom,base_footprint,1.994313551118368,-1.1444013500382482,-0.0010015151582273632,-0.002364303761632432,-0.003043808794329685,0.6147316203296973,-0.7887269364378088,2.6593267434533294e-05,7.436512106408651e-07,0.0
565.805,16971,odom,base_footprint,1.994313732244207,-1.144402039292767,-0.001001515175835424,-0.0023642747359965233,-0.0030438315396709853,0.6147240437860495,-0.7887328415159711,2.6595075073668607e-05,7.438806705463542e-07,0.0
565.838,16972,odom,base_footprint,1.9943139080617438,-1.1444027083173456,-0.0010015151929310198,-0.002364246559226475,-0.0030438536194144156,0.6147166888162159,-0.7887385737899336,2.6596829034030774e-05,7.441074614708394e-07,0.0
565.871,16973,odom,base_footprint,1.9943140838979283,-1.1444033773835287,-0.0010015152100319447,-0.0023642183776997473,-0.00304387570248991,0.6147093325994034,-0.7887443069254866,2.6598581844327695e-05,7.443310294339261e-07,0.0
565.905,16974,odom,base_footprint,1.9943142650819847,-1.1444040667679425,-0.0010015152276566588,-0.0023641893372117802,-0.0030438984582347515,0.6147017521625174,-0.7887502146936538,2.66003886936257e-05,7.445643102578368e-07,0.0
565.938,16975,odom,base_footprint,1.9943144409560254,-1.144404735918546,-0.0010015152447684188,-0.0023641611460256803,-0.003043920548076172,0.6146943934134355,-0.7887559495787411,2.660213961057295e-05,7.447910953106998e-07,0.0
565.983,16976,odom,base_footprint,1.99431461684871,-1.144405405110705,-0.0010015152618854939,-0.0023641329500808357,-0.0030439426412502404,0.6146870334168568,-0.7887616853256595,2.6603892534154026e-05,7.450154040700827e-07,0.0
566.026,16977,odom,base_footprint,1.9943147980909746,-1.1444060946248609,-0.0010015152795268788,-0.0023641038947357345,-0.0030439654074011125,0.6146794490851267,-0.788767595784575,2.6605696259609758e-05,7.452484713291734e-07,0.0
566.074,16978,odom,base_footprint,1.9943149740215087,-1.14440676390134,-0.0010015152966548237,-0.002364075689127415,-0.003043987507343331,0.6146720865552319,-0.788773333281513,2.6607446593197852e-05,7.45472482258532e-07,0.0
566.074,16979,odom,base_footprint,1.9943151499706835,-1.1444074332193248,-0.0010015153137880907,-0.0023640474787589745,-0.0030440096106191072,0.6146647227773269,-0.7887790716405199,2.660919707385633e-05,7.457001472695091e-07,0.0
566.114,16980,odom,base_footprint,1.9943153312711466,-1.1444081228630676,-0.0010015153314461463,-0.002364018408551156,-0.003044032387178396,0.614657134549146,-0.7887849847909268,2.661100016546151e-05,7.459304623278378e-07,0.0
566.138,16981,odom,base_footprint,1.9943155072581642,-1.1444087922652715,-0.0010015153485902657,-0.0023639901885154726,-0.00304405449722387,0.6146497682368798,-0.7887907249004368,2.661274905905135e-05,7.461548238873863e-07,0.0
566.182,16982,odom,base_footprint,1.9943156832638191,-1.1444094617089324,-0.001001515365739749,-0.002363961963717669,-0.0030440766106038845,0.6146424006760893,-0.7887964658722529,2.6614498051552904e-05,7.463827426538269e-07,0.0
566.228,16983,odom,base_footprint,1.9943158646224706,-1.1444101514821072,-0.0010015153834144613,-0.0023639328786409933,-0.0030440993975744323,0.6146348085498506,-0.7888023817148955,2.6616299496093338e-05,7.466137374984263e-07,0.0
566.275,16984,odom,base_footprint,1.994316040665961,-1.1444108210098862,-0.0010015154005748005,-0.0023639046441720052,-0.003044121517726237,0.6146274384536511,-0.7888081244377001,2.661804603638982e-05,7.468410438448697e-07,0.0
566.275,16985,odom,base_footprint,1.9943162167280861,-1.1444114905790719,-0.0010015154177404617,-0.002363876404939147,-0.0030441436412129274,0.6146200671084179,-0.7888138680230451,2.6619794444574237e-05,7.470661716835736e-07,0.0
566.316,16986,odom,base_footprint,1.9943163981449155,-1.1444121804815222,-0.00100151543543189,-0.002363847304988225,-0.0030441664385976535,0.614612471082519,-0.7888197865586616,2.6621592782171593e-05,7.472970996422223e-07,0.0
566.338,16987,odom,base_footprint,1.9943165742448703,-1.1444128501347237,-0.001001515452608407,-0.0023638190560810297,-0.003044188568857323,0.6146050972008391,-0.788825531895472,2.6623340145440513e-05,7.475224131171141e-07,0.0
566.377,16988,odom,base_footprint,1.9943167503634551,-1.144413519829281,-0.0010015154697902706,-0.0023637908024077984,-0.0030442107024535644,0.6145977220696066,-0.7888312780950641,2.6625084610446806e-05,7.477504911685985e-07,0.0
566.422,16989,odom,base_footprint,1.994316931838452,-1.1444142098608499,-0.001001515487498432,-0.0023637616875771643,-0.0030442335102548236,0.6145901221424471,-0.7888371993243926,2.6626883050470944e-05,7.479816998351034e-07,0.0
566.466,16990,odom,base_footprint,1.9943171079948596,-1.1444148796393208,-0.0010015155046911896,-0.0023637334242256965,-0.003044255650625993,0.6145827444737287,-0.788842947275928,2.6628627421449227e-05,7.482069738095582e-07,0.0
566.507,16991,odom,base_footprint,1.994317284169895,-1.1444155494590982,-0.0010015155218893006,-0.002363705156106395,-0.003044277794334583,0.6145753655549469,-0.7888486960904794,2.6630372683952517e-05,7.48432693316788e-07,0.0
566.507,16992,odom,base_footprint,1.9943174657030485,-1.1444162396196282,-0.0010015155396141708,-0.002363676026389916,-0.003044300612555301,0.6145677617249276,-0.7888546200142555,2.663216792169287e-05,7.486641999208734e-07,0.0
566.551,16993,odom,base_footprint,1.9943176419158986,-1.1444169095232164,-0.001001515556823148,-0.002363647748588432,-0.003044322763040301,0.6145603802676182,-0.7888603705812299,2.6633910669934282e-05,7.488896139779394e-07,0.0
566.571,16994,odom,base_footprint,1.9943178181473729,-1.1444175794680593,-0.001001515574037503,-0.002363619466017275,-0.0030443449168636367,0.6145529975597317,-0.7888661220114572,2.6635654502651645e-05,7.491157445052896e-07,0.0
566.613,16995,odom,base_footprint,1.9943179997386733,-1.144418269757392,-0.001001515591779089,-0.002363590321409978,-0.0030443677455059795,0.6145453898252563,-0.7888720486304143,2.6637448913046346e-05,7.493507392067083e-07,0.0
